# DAY, BCHAIN/MKPRU, BCHAIN/MWNTD, BCHAIN/AVBLS, BCHARTS/KRAKENEUR, BCHAIN/NTRBL, BCHAIN/ETRAV, BCHAIN/MKTCP, BCHAIN/TRFUS, BCHAIN/HRATE, BCHARTS/BITSTAMPUSD, BCHAIN/DIFF, BCHAIN/MIREV, BCHAIN/ATRCT, BCHAIN/CPTRA, BCHAIN/NTREP, BCHAIN/NADDU, BCHAIN/TOTBC
51.00000000,2507.38925214,45035.00000000,0.93663736,2350.51600000,1443.85517241,208500.29865900,41117798759.69999695,697043.16604400,5129905.64430000,2630.06000000,711697198173.00000000,5066179.98396000,10.61666667,25.03683236,205883.00000000,433246.00000000,16398650.00000000
52.00000000,2617.21026250,60843.00000000,0.98631627,2227.00000000,1786.58278146,233129.07323900,42923655055.50000000,1013286.57499000,5342177.60199000,2516.98000000,711697198173.00000000,5761788.39289000,15.47500000,22.06762307,263540.00000000,532642.00000000,16400537.50000000
53.00000000,2754.97825000,58223.00000000,0.96567522,2285.81200000,1952.44927536,258544.74981900,45187876438.30000305,1069166.76741000,4882255.02698000,2598.00000000,711697198173.00000000,5639440.47775000,15.30000000,21.60609954,263107.00000000,594425.00000000,16402262.50000000
54.00000000,2671.04325000,63345.00000000,0.98305798,2438.60000000,2001.45000000,308347.88784200,43815826861.00000000,1235901.61384000,4953012.34622000,2734.03000000,711697198173.00000000,5729387.77125000,20.12500000,21.09266247,274021.00000000,585194.00000000,16404012.50000000
55.00000000,2727.28801250,60405.00000000,0.99257785,2361.87600000,1940.17985612,253845.76609400,44743205311.09999847,1219384.37012000,4917633.68660000,2658.67000000,711697198173.00000000,5791396.09454000,11.98333333,22.09261654,263107.00000000,534177.00000000,16405750.00000000
56.00000000,2710.41228571,60036.00000000,0.94888029,2393.65600000,1624.61250000,204918.92534900,44471767180.90000153,918720.61368100,5660585.53853000,2713.48000000,711697198173.00000000,6125531.76571000,13.85000000,24.38868186,253493.00000000,506612.00000000,16407750.00000000
57.00000000,2589.16488750,53641.00000000,0.94983875,2397.82900000,1555.66438356,160292.30208400,42487095408.80000305,795414.35035700,5165284.30391000,2685.05000000,711697198173.00000000,5333679.66825000,14.65000000,24.30640245,222085.00000000,469727.00000000,16409575.00000000
58.00000000,2512.36628571,33296.00000000,0.92772453,2282.39000000,1481.30327869,202855.97048200,41230694351.50000000,649919.97929100,4316196.47313000,2557.66000000,711697198173.00000000,4323782.37771000,10.21666667,24.79694202,175953.00000000,378448.00000000,16411100.00000000
59.00000000,2436.45105714,61505.00000000,0.98722435,2216.73300000,1844.40845070,285169.58640700,39989166644.50000000,913806.99093700,5023769.66545000,2502.26000000,711697198173.00000000,5067818.19886000,10.91666667,20.00147999,254353.00000000,515883.00000000,16412875.00000000
60.00000000,2517.90311429,58749.00000000,0.98994879,2135.22700000,1982.72519084,288802.47535400,41330152143.19999695,926320.89182000,4634604.40967000,2421.21000000,711697198173.00000000,4893544.70261000,19.95000000,19.44038486,253055.00000000,556158.00000000,16414512.50000000
61.00000000,2585.34918571,64433.00000000,0.97258724,2220.00400000,1782.23566879,279697.55591600,42442320273.50000000,997582.89913200,5554449.55969000,2565.00000000,711697198173.00000000,5859693.92942000,14.25000000,21.69796997,273354.00000000,549136.00000000,16416475.00000000
62.00000000,2544.41447500,42696.00000000,0.96683696,2245.27300000,1925.45000000,239702.98533200,41774133240.19999695,868664.46959100,4245439.15390000,2550.99000000,711697198173.00000000,4529057.76550000,13.45000000,20.27788388,225341.00000000,467647.00000000,16417975.00000000
63.00000000,2477.64137500,72762.00000000,0.95631438,2213.20000000,1736.10389610,303255.86546900,40682623613.40000153,884943.89127700,5448313.58084000,2538.41000000,711697198173.00000000,5463199.23188000,11.88333333,21.14902580,259782.00000000,533427.00000000,16419900.00000000
64.00000000,2434.07786250,52713.00000000,0.88273261,2142.91700000,1352.78048780,207610.57403300,39972304954.09999847,621356.88060500,5802100.17700000,2465.48000000,711697198173.00000000,5415823.24406000,7.11666667,25.29215572,216634.00000000,440616.00000000,16421950.00000000
65.00000000,2501.19134286,43951.00000000,0.77958330,2105.00000000,1045.42021277,188590.97610900,41080316972.50000000,494884.67595100,6622798.79067000,2421.30000000,708707940676.00000000,6165436.66014000,8.57500000,32.42452812,191864.00000000,409305.00000000,16424300.00000000
66.00000000,2561.22542857,60638.00000000,0.81576954,2198.83100000,1489.67058824,232652.80308400,42071777410.50000000,725364.96399500,5988701.03412000,2504.81000000,708659466230.00000000,5975338.92486000,7.93333333,24.35583469,247094.00000000,497458.00000000,16426425.00000000
67.00000000,2599.72983750,60568.00000000,0.89702977,2250.00600000,1669.82352941,218824.71327900,42709239179.30000305,764149.66265800,5389830.93071000,2540.07000000,708659466230.00000000,5536124.68896000,10.10000000,22.45211218,249948.00000000,548401.00000000,16428337.50000000
68.00000000,2619.18750300,57417.00000000,0.90953992,2292.45200000,1590.65771812,278939.28636200,43033774511.90000153,591467.03522000,5248920.31814000,2594.52000000,708659466230.00000000,5284210.78731000,9.73333333,23.07813981,231998.00000000,476016.00000000,16430200.00000000
69.00000000,2609.96775000,53067.00000000,0.95630466,2298.24300000,1585.25352113,206326.43151100,42886924818.80000305,630360.99029800,5002326.74615000,2598.37000000,708659466230.00000000,5092047.08025000,14.77500000,23.38033525,218976.00000000,459294.00000000,16431975.00000000
70.00000000,2491.20121429,57704.00000000,0.93706021,2284.69200000,1646.04054054,287325.35650700,40939964795.40000153,599521.80308000,5213692.66500000,2599.01000000,708659466230.00000000,5027244.05043000,9.75000000,21.37908351,237821.00000000,559413.00000000,16433825.00000000
71.00000000,2562.13066250,53177.00000000,0.85889530,2200.28700000,1338.39393939,218043.17962200,42110891329.19999695,492984.25157200,5812562.76841000,2501.46000000,708659466230.00000000,5589288.04024000,8.03333333,26.16151762,216252.00000000,451048.00000000,16435887.50000000
72.00000000,2536.23893750,42912.00000000,0.74961680,2242.00000000,1363.21739130,256245.37423700,41689712862.00000000,398767.85401000,4861416.13358000,2550.13000000,708659466230.00000000,4618491.10519000,14.32500000,25.37570975,184449.00000000,390402.00000000,16437612.50000000
73.00000000,2366.17014286,60132.00000000,0.74665791,2201.25000000,1277.77664975,290340.44612300,38900014611.30000305,486419.52638600,6939847.66895000,2504.00000000,708659466230.00000000,6117732.90436000,6.41666667,25.07970500,245860.00000000,567052.00000000,16440075.00000000
74.00000000,2369.86212857,60871.00000000,0.89010762,2048.31100000,1536.17919075,274884.66552600,38965835960.19999695,491926.91175500,6094383.99355000,2326.12000000,708659466230.00000000,5418689.75698000,10.30000000,21.13476407,259517.00000000,563334.00000000,16442237.50000000
75.00000000,2385.74857143,59122.00000000,0.88156416,2018.40100000,1452.75706215,238240.26823700,39232323095.40000153,530475.95934000,6235294.60611000,2301.55000000,708659466230.00000000,5595773.27429000,11.30000000,22.59076711,251176.00000000,513002.00000000,16444450.00000000
76.00000000,2354.78341667,57473.00000000,0.85533547,2089.03400000,1566.21019108,188415.37831100,38727739418.69999695,496365.22318000,5530741.54328000,2383.97000000,708659466230.00000000,4943867.78329000,14.12500000,20.81224782,239800.00000000,489848.00000000,16446412.50000000
77.00000000,2190.94783333,48039.00000000,0.90020898,2054.28800000,1639.58992806,222073.27749600,36037038604.80000305,471881.18288700,5559049.84407000,2340.00000000,761764941640.00000000,4133223.08758000,10.63333333,18.77400931,222649.00000000,473082.00000000,16448150.00000000
78.00000000,2058.99560000,52264.00000000,0.97498737,1932.58400000,1746.85826772,217740.56141400,33869937133.70000076,779036.56870600,5079131.87192000,2209.44000000,804525194568.00000000,3915180.13340000,19.72500000,18.24509280,216511.00000000,446599.00000000,16449737.50000000
79.00000000,1931.21430000,43722.00000000,0.84026972,1722.69200000,1246.41104294,238872.79112100,31771903140.40000153,322374.75081100,6518885.78837000,1970.51000000,804525194568.00000000,4114452.06615000,8.03333333,20.95451425,198860.00000000,406436.00000000,16451775.00000000
80.00000000,2176.62348750,52386.00000000,0.94528775,1670.67100000,1556.18243243,261954.17112000,35813346629.50000000,431051.06142100,5918988.32318000,1917.72000000,804525194568.00000000,4307537.88176000,13.32500000,19.35525048,225090.00000000,475431.00000000,16453625.00000000
81.00000000,2320.12225000,59777.00000000,0.95942787,1932.08000000,1579.24242424,267137.09795100,38179206707.80000305,520910.29701700,6598872.11706000,2226.00000000,804525194568.00000000,5135590.60037000,13.30000000,20.36328288,254413.00000000,561055.00000000,16455687.50000000
82.00000000,2264.76570000,59680.00000000,0.93930007,2011.00000000,1703.14093960,258217.49167800,37272494746.00000000,456581.83497900,5958981.48753000,2308.82000000,804525194568.00000000,4503486.59445000,15.30000000,18.42118766,248342.00000000,519400.00000000,16457550.00000000
83.00000000,2898.18841667,48537.00000000,0.92945613,1963.81300000,1420.98148148,260620.10265100,47702949608.30000305,664474.02088500,6478892.62402000,2265.51000000,804525194568.00000000,6303559.80625000,7.53333333,28.38112053,224769.00000000,477427.00000000,16459575.00000000
84.00000000,2682.19536250,68887.00000000,0.97651677,2435.00000000,1743.13636364,253053.57998800,44152958959.80000305,669850.65865400,6158947.30925000,2880.00000000,804525194568.00000000,5613834.89371000,18.17500000,21.72929349,260942.00000000,542764.00000000,16461500.00000000
85.00000000,2807.60985714,50756.00000000,0.92575418,2296.79900000,1395.98750000,177447.78049900,46223084883.09999847,480204.94230300,6398906.29533000,2667.01000000,804525194568.00000000,5890365.48029000,8.03333333,27.28993211,216965.00000000,433135.00000000,16463500.00000000
86.00000000,2725.54971667,40307.00000000,0.68335173,2426.02400000,1052.50581395,155550.21819600,44877947692.19999695,341721.07844200,6878824.26748000,2824.82000000,804525194568.00000000,5998934.92638000,9.45000000,34.25740878,177243.00000000,353197.00000000,16465650.00000000
87.00000000,2751.82102857,54399.00000000,0.89442411,2365.50000000,1348.71910112,200745.03152700,45316644720.90000153,459453.75241800,7118783.25355000,2756.80000000,804525194568.00000000,6381472.96526000,10.95000000,27.41783940,234998.00000000,469352.00000000,16467875.00000000
88.00000000,2560.99791667,57762.00000000,0.93425432,2387.48200000,1648.89189189,296056.23190600,42178931413.09999847,431510.05018100,5918988.32318000,2759.95000000,804525194568.00000000,4978579.95000000,14.52500000,21.18276072,238500.00000000,511831.00000000,16469725.00000000
